id,weeks,prod,cust,scen,price
657,11,LET_P,LV,2,0.792483
658,11,LET_P,LV,3,0.517621
659,11,LET_P,LV,4,0.590065
660,11,LET_P,LV,5,0.483769
661,12,TOM_P,LA,1,0.40014
662,12,TOM_P,LA,2,0.57618
663,12,TOM_P,LA,3,0.577813
664,12,TOM_P,LA,4,0.521288
665,12,TOM_P,LA,5,0.349839
666,12,TOM_P,LV,1,0.272505
667,12,TOM_P,LV,2,0.462938
668,12,TOM_P,LV,3,0.419015
669,12,TOM_P,LV,4,0.371639
670,12,TOM_P,LV,5,0.320905
671,12,CEL_P,LA,1,0.265916
672,12,CEL_P,LA,2,0.1769
673,12,CEL_P,LA,3,0.974469
674,12,CEL_P,LA,4,0.193921
675,12,CEL_P,LA,5,0.145554
676,12,CEL_P,LV,1,0.241327
677,12,CEL_P,LV,2,0.192905
678,12,CEL_P,LV,3,0.861823
679,12,CEL_P,LV,4,0.233573
680,12,CEL_P,LV,5,0.159842
681,12,CUX_P,LA,1,0.203735
682,12,CUX_P,LA,2,0.16698
683,12,CUX_P,LA,3,0.141656
684,12,CUX_P,LA,4,0.277937
685,12,CUX_P,LA,5,0.195348
686,12,CUX_P,LV,1,0.149803
687,12,CUX_P,LV,2,0.141197
688,12,CUX_P,LV,3,0.114238
689,12,CUX_P,LV,4,0.251025
690,12,CUX_P,LV,5,0.153254
691,12,PEP_P,LA,1,0.541832
692,12,PEP_P,LA,2,0.523112
693,12,PEP_P,LA,3,0.656842
694,12,PEP_P,LA,4,0.571529
695,12,PEP_P,LA,5,0.460154
696,12,PEP_P,LV,1,0.443924
697,12,PEP_P,LV,2,0.441664
698,12,PEP_P,LV,3,0.635484
699,12,PEP_P,LV,4,0.539319
700,12,PEP_P,LV,5,0.397792
701,12,CAUL_P,LA,1,1.00975
702,12,CAUL_P,LA,2,0.68473
703,12,CAUL_P,LA,3,0.751181
704,12,CAUL_P,LA,4,0.73393
705,12,CAUL_P,LA,5,0.63405
706,12,CAUL_P,LV,1,0.801421
707,12,CAUL_P,LV,2,0.605399
708,12,CAUL_P,LV,3,0.673156
709,12,CAUL_P,LV,4,0.691701
710,12,CAUL_P,LV,5,0.633261
711,12,LET_P,LA,1,1.64523
712,12,LET_P,LA,2,1.05396
713,12,LET_P,LA,3,0.613573
714,12,LET_P,LA,4,0.685578
715,12,LET_P,LA,5,0.555402
716,12,LET_P,LV,1,1.4361
717,12,LET_P,LV,2,0.820707
718,12,LET_P,LV,3,0.530347
719,12,LET_P,LV,4,0.580289
720,12,LET_P,LV,5,0.503917
721,13,TOM_P,LA,1,0.431035
722,13,TOM_P,LA,2,0.473085
723,13,TOM_P,LA,3,0.515258
724,13,TOM_P,LA,4,0.404227
725,13,TOM_P,LA,5,0.348855
726,13,TOM_P,LV,1,0.313982
727,13,TOM_P,LV,2,0.387325
728,13,TOM_P,LV,3,0.396521
729,13,TOM_P,LV,4,0.297161
730,13,TOM_P,LV,5,0.296243
731,13,CEL_P,LA,1,0.26731
732,13,CEL_P,LA,2,0.173018
733,13,CEL_P,LA,3,0.960764
734,13,CEL_P,LA,4,0.162468
735,13,CEL_P,LA,5,0.145144
736,13,CEL_P,LV,1,0.241492
737,13,CEL_P,LV,2,0.177899
738,13,CEL_P,LV,3,0.800405
739,13,CEL_P,LV,4,0.184314
740,13,CEL_P,LV,5,0.16302
741,13,CUX_P,LA,1,0.203267
742,13,CUX_P,LA,2,0.13457
743,13,CUX_P,LA,3,0.152188
744,13,CUX_P,LA,4,0.157375
745,13,CUX_P,LA,5,0.194799
746,13,CUX_P,LV,1,0.154631
747,13,CUX_P,LV,2,0.107707
748,13,CUX_P,LV,3,0.114401
749,13,CUX_P,LV,4,0.151337
750,13,CUX_P,LV,5,0.154085
751,13,PEP_P,LA,1,0.554112
752,13,PEP_P,LA,2,0.520394
753,13,PEP_P,LA,3,0.649173
754,13,PEP_P,LA,4,0.44583
755,13,PEP_P,LA,5,0.458859
756,13,PEP_P,LV,1,0.450517
757,13,PEP_P,LV,2,0.428181
758,13,PEP_P,LV,3,0.566934
759,13,PEP_P,LV,4,0.449257
760,13,PEP_P,LV,5,0.407772
761,13,CAUL_P,LA,1,0.977353
762,13,CAUL_P,LA,2,0.600006
763,13,CAUL_P,LA,3,0.675943
764,13,CAUL_P,LA,4,0.601728
765,13,CAUL_P,LA,5,0.628683
766,13,CAUL_P,LV,1,0.817103
767,13,CAUL_P,LV,2,0.54816
768,13,CAUL_P,LV,3,0.580554
769,13,CAUL_P,LV,4,0.570386
770,13,CAUL_P,LV,5,0.617222
771,13,LET_P,LA,1,1.82383
772,13,LET_P,LA,2,1.04141
773,13,LET_P,LA,3,0.617928
774,13,LET_P,LA,4,0.584252
775,13,LET_P,LA,5,0.572174
776,13,LET_P,LV,1,1.59123
777,13,LET_P,LV,2,0.789228
778,13,LET_P,LV,3,0.515379
779,13,LET_P,LV,4,0.473065
780,13,LET_P,LV,5,0.472553
781,14,TOM_P,LA,1,0.439678
782,14,TOM_P,LA,2,0.369106
783,14,TOM_P,LA,3,0.534473
784,14,TOM_P,LA,4,0.41574
785,14,TOM_P,LA,5,0.348855
786,14,TOM_P,LV,1,0.331747
787,14,TOM_P,LV,2,0.274166
788,14,TOM_P,LV,3,0.413821
789,14,TOM_P,LV,4,0.305869
790,14,TOM_P,LV,5,0.265777
791,14,CEL_P,LA,1,0.289029
792,14,CEL_P,LA,2,0.166427
793,14,CEL_P,LA,3,0.890464
794,14,CEL_P,LA,4,0.14859
795,14,CEL_P,LA,5,0.145144
796,14,CEL_P,LV,1,0.260496
797,14,CEL_P,LV,2,0.167091
798,14,CEL_P,LV,3,0.78956
799,14,CEL_P,LV,4,0.171271
800,14,CEL_P,LV,5,0.150509
801,14,CUX_P,LA,1,0.185446
802,14,CUX_P,LA,2,0.153107
803,14,CUX_P,LA,3,0.152458
804,14,CUX_P,LA,4,0.156411
805,14,CUX_P,LA,5,0.194799
806,14,CUX_P,LV,1,0.144472
807,14,CUX_P,LV,2,0.115046
808,14,CUX_P,LV,3,0.110497
809,14,CUX_P,LV,4,0.13942
810,14,CUX_P,LV,5,0.167331
811,14,PEP_P,LA,1,0.559309
812,14,PEP_P,LA,2,0.448975
813,14,PEP_P,LA,3,0.826243
814,14,PEP_P,LA,4,0.455601
815,14,PEP_P,LA,5,0.458859
816,14,PEP_P,LV,1,0.451884
817,14,PEP_P,LV,2,0.351194
818,14,PEP_P,LV,3,0.647621
819,14,PEP_P,LV,4,0.42332
820,14,PEP_P,LV,5,0.400929
821,14,CAUL_P,LA,1,1.50531
822,14,CAUL_P,LA,2,0.576221
823,14,CAUL_P,LA,3,0.673245
824,14,CAUL_P,LA,4,0.675934
825,14,CAUL_P,LA,5,0.634051
826,14,CAUL_P,LV,1,1.08939
827,14,CAUL_P,LV,2,0.50349
828,14,CAUL_P,LV,3,0.565451
829,14,CAUL_P,LV,4,0.651347
830,14,CAUL_P,LV,5,0.635971
831,14,LET_P,LA,1,2.44159
832,14,LET_P,LA,2,0.960663
833,14,LET_P,LA,3,0.573945
834,14,LET_P,LA,4,0.551347
835,14,LET_P,LA,5,0.584396
836,14,LET_P,LV,1,1.94205
837,14,LET_P,LV,2,0.769504
838,14,LET_P,LV,3,0.524701
839,14,LET_P,LV,4,0.454003
840,14,LET_P,LV,5,0.444051
841,15,TOM_P,LA,1,0.449434
842,15,TOM_P,LA,2,0.342741
843,15,TOM_P,LA,3,0.533608
844,15,TOM_P,LA,4,0.508508
845,15,TOM_P,LA,5,0.34615
846,15,TOM_P,LV,1,0.391776
847,15,TOM_P,LV,2,0.24002
848,15,TOM_P,LV,3,0.41515
849,15,TOM_P,LV,4,0.400233
850,15,TOM_P,LV,5,0.270733
851,15,CEL_P,LA,1,0.329416
852,15,CEL_P,LA,2,0.161484
853,15,CEL_P,LA,3,0.932964
854,15,CEL_P,LA,4,0.142855
855,15,CEL_P,LA,5,0.137505
856,15,CEL_P,LV,1,0.291489
857,15,CEL_P,LV,2,0.152567
858,15,CEL_P,LV,3,0.820174
859,15,CEL_P,LV,4,0.17105
860,15,CEL_P,LV,5,0.146589
861,15,CUX_P,LA,1,0.179321
862,15,CUX_P,LA,2,0.148301
863,15,CUX_P,LA,3,0.131835
864,15,CUX_P,LA,4,0.156411
865,15,CUX_P,LA,5,0.226447
866,15,CUX_P,LV,1,0.137218
867,15,CUX_P,LV,2,0.116545
868,15,CUX_P,LV,3,0.102331
869,15,CUX_P,LV,4,0.120693
870,15,CUX_P,LV,5,0.187431
871,15,PEP_P,LA,1,0.559766
872,15,PEP_P,LA,2,0.473013
873,15,PEP_P,LA,3,0.761914
874,15,PEP_P,LA,4,0.543961
875,15,PEP_P,LA,5,0.444135
876,15,PEP_P,LV,1,0.459553
877,15,PEP_P,LV,2,0.364531
878,15,PEP_P,LV,3,0.614946
879,15,PEP_P,LV,4,0.434348
880,15,PEP_P,LV,5,0.39273
881,15,CAUL_P,LA,1,1.21125
882,15,CAUL_P,LA,2,0.576728
883,15,CAUL_P,LA,3,0.721816
884,15,CAUL_P,LA,4,0.643088
885,15,CAUL_P,LA,5,0.637658
886,15,CAUL_P,LV,1,0.977771
887,15,CAUL_P,LV,2,0.567371
888,15,CAUL_P,LV,3,0.592972
889,15,CAUL_P,LV,4,0.66086
890,15,CAUL_P,LV,5,0.623717
891,15,LET_P,LA,1,2.08836
892,15,LET_P,LA,2,0.874154
893,15,LET_P,LA,3,0.554516
894,15,LET_P,LA,4,0.504424
895,15,LET_P,LA,5,0.566062
896,15,LET_P,LV,1,1.77253
897,15,LET_P,LV,2,0.788996
898,15,LET_P,LV,3,0.517009
899,15,LET_P,LV,4,0.421863
900,15,LET_P,LV,5,0.452681
901,16,TOM_P,LA,1,0.381872
902,16,TOM_P,LA,2,0.313081
903,16,TOM_P,LA,3,0.472963
904,16,TOM_P,LA,4,0.553693
905,16,TOM_P,LA,5,0.380125
906,16,TOM_P,LV,1,0.352954
907,16,TOM_P,LV,2,0.224576
908,16,TOM_P,LV,3,0.391138
909,16,TOM_P,LV,4,0.470506
910,16,TOM_P,LV,5,0.320819
911,16,CEL_P,LA,1,0.367551
912,16,CEL_P,LA,2,0.161484
913,16,CEL_P,LA,3,1.0029
914,16,CEL_P,LA,4,0.131124
915,16,CEL_P,LA,5,0.137505
916,16,CEL_P,LV,1,0.329121
917,16,CEL_P,LV,2,0.152842
918,16,CEL_P,LV,3,0.834634
919,16,CEL_P,LV,4,0.163251
920,16,CEL_P,LV,5,0.14789
921,16,CUX_P,LA,1,0.175422
922,16,CUX_P,LA,2,0.148301
923,16,CUX_P,LA,3,0.129522
924,16,CUX_P,LA,4,0.132949
925,16,CUX_P,LA,5,0.231721
926,16,CUX_P,LV,1,0.138433
927,16,CUX_P,LV,2,0.116545
928,16,CUX_P,LV,3,0.101416
929,16,CUX_P,LV,4,0.104946
930,16,CUX_P,LV,5,0.186996
931,16,PEP_P,LA,1,0.559263
932,16,PEP_P,LA,2,0.473013
933,16,PEP_P,LA,3,0.643776
934,16,PEP_P,LA,4,0.615146
935,16,PEP_P,LA,5,0.440684
936,16,PEP_P,LV,1,0.438661
937,16,PEP_P,LV,2,0.356343
938,16,PEP_P,LV,3,0.501475
939,16,PEP_P,LV,4,0.479557
940,16,PEP_P,LV,5,0.372182
941,16,CAUL_P,LA,1,0.641544
942,16,CAUL_P,LA,2,0.576728
943,16,CAUL_P,LA,3,0.792243
944,16,CAUL_P,LA,4,0.602526
945,16,CAUL_P,LA,5,0.676066
946,16,CAUL_P,LV,1,0.644161
947,16,CAUL_P,LV,2,0.56482
948,16,CAUL_P,LV,3,0.648317
949,16,CAUL_P,LV,4,0.606318
950,16,CAUL_P,LV,5,0.669912
951,16,LET_P,LA,1,1.51078
952,16,LET_P,LA,2,0.779406
953,16,LET_P,LA,3,0.554516
954,16,LET_P,LA,4,0.473142
955,16,LET_P,LA,5,0.55384
956,16,LET_P,LV,1,1.31898
957,16,LET_P,LV,2,0.645353
958,16,LET_P,LV,3,0.517009
959,16,LET_P,LV,4,0.400437
960,16,LET_P,LV,5,0.493105
961,17,TOM_P,LA,1,0.362138
962,17,TOM_P,LA,2,0.31319
963,17,TOM_P,LA,3,0.385264
964,17,TOM_P,LA,4,0.702324
965,17,TOM_P,LA,5,0.474734
966,17,TOM_P,LV,1,0.286697
967,17,TOM_P,LV,2,0.217014
968,17,TOM_P,LV,3,0.356224
969,17,TOM_P,LV,4,0.581056
970,17,TOM_P,LV,5,0.380197
971,17,CEL_P,LA,1,0.487718
972,17,CEL_P,LA,2,0.16154
973,17,CEL_P,LA,3,0.903393
974,17,CEL_P,LA,4,0.148386
975,17,CEL_P,LA,5,0.136942
976,17,CEL_P,LV,1,0.426428
977,17,CEL_P,LV,2,0.153283
978,17,CEL_P,LV,3,0.815361
979,17,CEL_P,LV,4,0.166219
980,17,CEL_P,LV,5,0.155756
981,17,CUX_P,LA,1,0.175228
982,17,CUX_P,LA,2,0.148353
983,17,CUX_P,LA,3,0.129401
984,17,CUX_P,LA,4,0.132782
985,17,CUX_P,LA,5,0.187662
986,17,CUX_P,LV,1,0.13828
987,17,CUX_P,LV,2,0.114885
988,17,CUX_P,LV,3,0.101321
989,17,CUX_P,LV,4,0.10417
990,17,CUX_P,LV,5,0.15911
991,17,PEP_P,LA,1,0.551366
992,17,PEP_P,LA,2,0.508086
993,17,PEP_P,LA,3,0.641046
994,17,PEP_P,LA,4,0.642624
995,17,PEP_P,LA,5,0.488174
996,17,PEP_P,LV,1,0.406061
997,17,PEP_P,LV,2,0.365107
998,17,PEP_P,LV,3,0.491946
999,17,PEP_P,LV,4,0.557201
1000,17,PEP_P,LV,5,0.400472
1001,17,CAUL_P,LA,1,0.594523
1002,17,CAUL_P,LA,2,0.596161
1003,17,CAUL_P,LA,3,1.11603
1004,17,CAUL_P,LA,4,0.588887
1005,17,CAUL_P,LA,5,0.6733
1006,17,CAUL_P,LV,1,0.596776
1007,17,CAUL_P,LV,2,0.592861
1008,17,CAUL_P,LV,3,0.792318
1009,17,CAUL_P,LV,4,0.598994
1010,17,CAUL_P,LV,5,0.683765
1011,17,LET_P,LA,1,0.848604
1012,17,LET_P,LA,2,0.647805
1013,17,LET_P,LA,3,0.553998
1014,17,LET_P,LA,4,0.477212
1015,17,LET_P,LA,5,0.493753
1016,17,LET_P,LV,1,0.737683
1017,17,LET_P,LV,2,0.555253
1018,17,LET_P,LV,3,0.523204
1019,17,LET_P,LV,4,0.413368
1020,17,LET_P,LV,5,0.485099
1021,18,TOM_P,LA,1,0.425297
1022,18,TOM_P,LA,2,0.450594
1023,18,TOM_P,LA,3,0.408653
1024,18,TOM_P,LA,4,0.910132
1025,18,TOM_P,LA,5,0.48082
1026,18,TOM_P,LV,1,0.319972
1027,18,TOM_P,LV,2,0.279263
1028,18,TOM_P,LV,3,0.330876
1029,18,TOM_P,LV,4,0.731782
1030,18,TOM_P,LV,5,0.436632
1031,18,CEL_P,LA,1,0.58159
1032,18,CEL_P,LA,2,0.161555
1033,18,CEL_P,LA,3,0.8325
1034,18,CEL_P,LA,4,0.174859
1035,18,CEL_P,LA,5,0.141507
1036,18,CEL_P,LV,1,0.521459
1037,18,CEL_P,LV,2,0.15823
1038,18,CEL_P,LV,3,0.693863
1039,18,CEL_P,LV,4,0.179929
1040,18,CEL_P,LV,5,0.164251
1041,18,CUX_P,LA,1,0.175228
1042,18,CUX_P,LA,2,0.148366
1043,18,CUX_P,LA,3,0.12932
1044,18,CUX_P,LA,4,0.113464
1045,18,CUX_P,LA,5,0.179039
1046,18,CUX_P,LV,1,0.129093
1047,18,CUX_P,LV,2,0.116596
1048,18,CUX_P,LV,3,0.104595
1049,18,CUX_P,LV,4,0.0962622
1050,18,CUX_P,LV,5,0.148158
1051,18,PEP_P,LA,1,0.539405
1052,18,PEP_P,LA,2,0.584951
1053,18,PEP_P,LA,3,0.60103
1054,18,PEP_P,LA,4,0.642122
1055,18,PEP_P,LA,5,0.564203
1056,18,PEP_P,LV,1,0.403425
1057,18,PEP_P,LV,2,0.426988
1058,18,PEP_P,LV,3,0.541333
1059,18,PEP_P,LV,4,0.558372
1060,18,PEP_P,LV,5,0.440557
1061,18,CAUL_P,LA,1,0.916192
1062,18,CAUL_P,LA,2,0.724028
1063,18,CAUL_P,LA,3,1.2969
1064,18,CAUL_P,LA,4,0.600201
1065,18,CAUL_P,LA,5,0.6733
1066,18,CAUL_P,LV,1,0.749631
1067,18,CAUL_P,LV,2,0.666906
1068,18,CAUL_P,LV,3,1.00308
1069,18,CAUL_P,LV,4,0.604689
1070,18,CAUL_P,LV,5,0.628218
1071,18,LET_P,LA,1,0.634158
1072,18,LET_P,LA,2,0.501973
1073,18,LET_P,LA,3,0.553653
1074,18,LET_P,LA,4,0.493492
1075,18,LET_P,LA,5,0.479298
1076,18,LET_P,LV,1,0.515862
1077,18,LET_P,LV,2,0.430839
1078,18,LET_P,LV,3,0.47616
1079,18,LET_P,LV,4,0.42256
1080,18,LET_P,LV,5,0.445243
1081,19,TOM_P,LA,1,0.723163
1082,19,TOM_P,LA,2,0.448396
1083,19,TOM_P,LA,3,0.646602
1084,19,TOM_P,LA,4,0.870411
1085,19,TOM_P,LA,5,0.447345
1086,19,TOM_P,LV,1,0.605238
1087,19,TOM_P,LV,2,0.354497
1088,19,TOM_P,LV,3,0.456234
1089,19,TOM_P,LV,4,0.714258
1090,19,TOM_P,LV,5,0.404671
1091,19,CEL_P,LA,1,0.680647
1092,19,CEL_P,LA,2,0.161555
1093,19,CEL_P,LA,3,0.905243
1094,19,CEL_P,LA,4,0.174859
1095,19,CEL_P,LA,5,0.14455
1096,19,CEL_P,LV,1,0.565766
1097,19,CEL_P,LV,2,0.175065
1098,19,CEL_P,LV,3,0.723487
1099,19,CEL_P,LV,4,0.191159
1100,19,CEL_P,LV,5,0.167292
1101,19,CUX_P,LA,1,0.195254
1102,19,CUX_P,LA,2,0.148366
1103,19,CUX_P,LA,3,0.12932
1104,19,CUX_P,LA,4,0.108801
1105,19,CUX_P,LA,5,0.14455
1106,19,CUX_P,LV,1,0.146209
1107,19,CUX_P,LV,2,0.116596
1108,19,CUX_P,LV,3,0.104595
1109,19,CUX_P,LV,4,0.0912074
1110,19,CUX_P,LV,5,0.115656
1111,19,PEP_P,LA,1,0.540783
1112,19,PEP_P,LA,2,0.714985
1113,19,PEP_P,LA,3,0.596311
1114,19,PEP_P,LA,4,0.656694
1115,19,PEP_P,LA,5,0.563492
1116,19,PEP_P,LV,1,0.440411
1117,19,PEP_P,LV,2,0.621128
1118,19,PEP_P,LV,3,0.549248
1119,19,PEP_P,LV,4,0.581098
1120,19,PEP_P,LV,5,0.439142
1121,19,CAUL_P,LA,1,0.600364
1122,19,CAUL_P,LA,2,0.708386
1123,19,CAUL_P,LA,3,1.30013
1124,19,CAUL_P,LA,4,0.600201
1125,19,CAUL_P,LA,5,0.6733
1126,19,CAUL_P,LV,1,0.614866
1127,19,CAUL_P,LV,2,0.669217
1128,19,CAUL_P,LV,3,1.04224
1129,19,CAUL_P,LV,4,0.60702
1130,19,CAUL_P,LV,5,0.633256
1131,19,LET_P,LA,1,0.587431
1132,19,LET_P,LA,2,0.453342
1133,19,LET_P,LA,3,0.553653
1134,19,LET_P,LA,4,0.493492
1135,19,LET_P,LA,5,0.479298
1136,19,LET_P,LV,1,0.462025
1137,19,LET_P,LV,2,0.387082
1138,19,LET_P,LV,3,0.469486
1139,19,LET_P,LV,4,0.427694
1140,19,LET_P,LV,5,0.445592
1141,20,TOM_P,LA,1,0.80581
1142,20,TOM_P,LA,2,0.412129
1143,20,TOM_P,LA,3,0.484951
1144,20,TOM_P,LA,4,0.65759
1145,20,TOM_P,LA,5,0.441259
1146,20,TOM_P,LV,1,0.698003
1147,20,TOM_P,LV,2,0.38778
1148,20,TOM_P,LV,3,0.381107
1149,20,TOM_P,LV,4,0.629993
1150,20,TOM_P,LV,5,0.38893
1151,20,CEL_P,LA,1,0.771003
1152,20,CEL_P,LA,2,0.153312
1153,20,CEL_P,LA,3,0.948888
1154,20,CEL_P,LA,4,0.177191
1155,20,CEL_P,LA,5,0.14455
1156,20,CEL_P,LV,1,0.677905
1157,20,CEL_P,LV,2,0.17391
1158,20,CEL_P,LV,3,0.747904
1159,20,CEL_P,LV,4,0.202721
1160,20,CEL_P,LV,5,0.169925
1161,20,CUX_P,LA,1,0.225293
1162,20,CUX_P,LA,2,0.148366
1163,20,CUX_P,LA,3,0.12932
1164,20,CUX_P,LA,4,0.108801
1165,20,CUX_P,LA,5,0.14455
1166,20,CUX_P,LV,1,0.167289
1167,20,CUX_P,LV,2,0.126125
1168,20,CUX_P,LV,3,0.101258
1169,20,CUX_P,LV,4,0.0912074
1170,20,CUX_P,LV,5,0.115656
1171,20,PEP_P,LA,1,0.538001
1172,20,PEP_P,LA,2,0.675548
1173,20,PEP_P,LA,3,0.57332
1174,20,PEP_P,LA,4,0.656694
1175,20,PEP_P,LA,5,0.563492
1176,20,PEP_P,LV,1,0.438473
1177,20,PEP_P,LV,2,0.565641
1178,20,PEP_P,LV,3,0.516953
1179,20,PEP_P,LV,4,0.588273
1180,20,PEP_P,LV,5,0.454934
1181,20,CAUL_P,LA,1,0.450586
1182,20,CAUL_P,LA,2,0.653911
1183,20,CAUL_P,LA,3,0.947676
1184,20,CAUL_P,LA,4,0.600201
1185,20,CAUL_P,LA,5,0.6733
1186,20,CAUL_P,LV,1,0.476828
1187,20,CAUL_P,LV,2,0.611394
1188,20,CAUL_P,LV,3,0.785114
1189,20,CAUL_P,LV,4,0.586843
1190,20,CAUL_P,LV,5,0.640587
1191,20,LET_P,LA,1,0.549047
1192,20,LET_P,LA,2,0.453342
1193,20,LET_P,LA,3,0.553653
1194,20,LET_P,LA,4,0.532349
1195,20,LET_P,LA,5,0.479298
1196,20,LET_P,LV,1,0.47232
1197,20,LET_P,LV,2,0.41771
1198,20,LET_P,LV,3,0.489508
1199,20,LET_P,LV,4,0.47434
1200,20,LET_P,LV,5,0.440741
1201,21,TOM_P,LA,1,0.728692
1202,21,TOM_P,LA,2,0.412075
1203,21,TOM_P,LA,3,0.413825
1204,21,TOM_P,LA,4,0.595418
1205,21,TOM_P,LA,5,0.460732
1206,21,TOM_P,LV,1,0.667652
1207,21,TOM_P,LV,2,0.365947
1208,21,TOM_P,LV,3,0.334036
1209,21,TOM_P,LV,4,0.501321
1210,21,TOM_P,LV,5,0.414881
1211,21,CEL_P,LA,1,0.776919
1212,21,CEL_P,LA,2,0.154528
1213,21,CEL_P,LA,3,0.977985
1214,21,CEL_P,LA,4,0.170974
1215,21,CEL_P,LA,5,0.143507
1216,21,CEL_P,LV,1,0.692993
1217,21,CEL_P,LV,2,0.166664
1218,21,CEL_P,LV,3,0.801843
1219,21,CEL_P,LV,4,0.200851
1220,21,CEL_P,LV,5,0.171382
1221,21,CUX_P,LA,1,0.222668
1222,21,CUX_P,LA,2,0.181313
1223,21,CUX_P,LA,3,0.12932
1224,21,CUX_P,LA,4,0.108801
1225,21,CUX_P,LA,5,0.143507
1226,21,CUX_P,LV,1,0.166307
1227,21,CUX_P,LV,2,0.133036
1228,21,CUX_P,LV,3,0.101258
1229,21,CUX_P,LV,4,0.0912074
1230,21,CUX_P,LV,5,0.115289
1231,21,PEP_P,LA,1,0.563271
1232,21,PEP_P,LA,2,0.623057
1233,21,PEP_P,LA,3,0.542403
1234,21,PEP_P,LA,4,0.658739
1235,21,PEP_P,LA,5,0.564334
1236,21,PEP_P,LV,1,0.455157
1237,21,PEP_P,LV,2,0.506804
1238,21,PEP_P,LV,3,0.440763
1239,21,PEP_P,LV,4,0.565018
1240,21,PEP_P,LV,5,0.463125
1241,21,CAUL_P,LA,1,0.445694
1242,21,CAUL_P,LA,2,0.653825
1243,21,CAUL_P,LA,3,0.74898
1244,21,CAUL_P,LA,4,0.611036
1245,21,CAUL_P,LA,5,0.668439
1246,21,CAUL_P,LV,1,0.4771
1247,21,CAUL_P,LV,2,0.607217
1248,21,CAUL_P,LV,3,0.629534
1249,21,CAUL_P,LV,4,0.591668
1250,21,CAUL_P,LV,5,0.637683
1251,21,LET_P,LA,1,0.537548
1252,21,LET_P,LA,2,0.453282
1253,21,LET_P,LA,3,0.553653
1254,21,LET_P,LA,4,0.532349
1255,21,LET_P,LA,5,0.475838
1256,21,LET_P,LV,1,0.461057
1257,21,LET_P,LV,2,0.387032
1258,21,LET_P,LV,3,0.469486
1259,21,LET_P,LV,4,0.495138
1260,21,LET_P,LV,5,0.433193
1261,22,TOM_P,LA,1,0.456255
1262,22,TOM_P,LA,2,0.411912
1263,22,TOM_P,LA,3,0.424678
1264,22,TOM_P,LA,4,0.551905
1265,22,TOM_P,LA,5,0.513603
1266,22,TOM_P,LV,1,0.49943
1267,22,TOM_P,LV,2,0.356965
1268,22,TOM_P,LV,3,0.362838
1269,22,TOM_P,LV,4,0.49457
1270,22,TOM_P,LV,5,0.445894
1271,22,CEL_P,LA,1,0.547339
1272,22,CEL_P,LA,2,0.158174
1273,22,CEL_P,LA,3,0.949057
1274,22,CEL_P,LA,4,0.16549
1275,22,CEL_P,LA,5,0.143507
1276,22,CEL_P,LV,1,0.552714
1277,22,CEL_P,LV,2,0.1692
1278,22,CEL_P,LV,3,0.849148
1279,22,CEL_P,LV,4,0.175926
1280,22,CEL_P,LV,5,0.171076
