id,weeks,prod,cust,scen,price
1281,22,CUX_P,LA,1,0.182725
1282,22,CUX_P,LA,2,0.181241
1283,22,CUX_P,LA,3,0.151979
1284,22,CUX_P,LA,4,0.127949
1285,22,CUX_P,LA,5,0.143507
1286,22,CUX_P,LV,1,0.148018
1287,22,CUX_P,LV,2,0.132984
1288,22,CUX_P,LV,3,0.120251
1289,22,CUX_P,LV,4,0.0985513
1290,22,CUX_P,LV,5,0.124176
1291,22,PEP_P,LA,1,0.599347
1292,22,PEP_P,LA,2,0.606188
1293,22,PEP_P,LA,3,0.534982
1294,22,PEP_P,LA,4,0.66312
1295,22,PEP_P,LA,5,0.56597
1296,22,PEP_P,LV,1,0.466288
1297,22,PEP_P,LV,2,0.471562
1298,22,PEP_P,LV,3,0.401173
1299,22,PEP_P,LV,4,0.547658
1300,22,PEP_P,LV,5,0.427476
1301,22,CAUL_P,LA,1,0.435364
1302,22,CAUL_P,LA,2,0.627205
1303,22,CAUL_P,LA,3,0.636796
1304,22,CAUL_P,LA,4,0.601835
1305,22,CAUL_P,LA,5,0.624308
1306,22,CAUL_P,LV,1,0.486723
1307,22,CAUL_P,LV,2,0.59654
1308,22,CAUL_P,LV,3,0.594233
1309,22,CAUL_P,LV,4,0.576385
1310,22,CAUL_P,LV,5,0.60823
1311,22,LET_P,LA,1,0.618368
1312,22,LET_P,LA,2,0.453104
1313,22,LET_P,LA,3,0.5392
1314,22,LET_P,LA,4,0.559109
1315,22,LET_P,LA,5,0.475838
1316,22,LET_P,LV,1,0.493928
1317,22,LET_P,LV,2,0.386879
1318,22,LET_P,LV,3,0.460471
1319,22,LET_P,LV,4,0.505527
1320,22,LET_P,LV,5,0.456358
1321,23,TOM_P,LA,1,0.603595
1322,23,TOM_P,LA,2,0.425094
1323,23,TOM_P,LA,3,0.446823
1324,23,TOM_P,LA,4,0.457804
1325,23,TOM_P,LA,5,0.477349
1326,23,TOM_P,LV,1,0.50316
1327,23,TOM_P,LV,2,0.360143
1328,23,TOM_P,LV,3,0.383844
1329,23,TOM_P,LV,4,0.462589
1330,23,TOM_P,LV,5,0.440132
1331,23,CEL_P,LA,1,0.286622
1332,23,CEL_P,LA,2,0.144169
1333,23,CEL_P,LA,3,0.88223
1334,23,CEL_P,LA,4,0.14693
1335,23,CEL_P,LA,5,0.143507
1336,23,CEL_P,LV,1,0.294985
1337,23,CEL_P,LV,2,0.170458
1338,23,CEL_P,LV,3,0.807891
1339,23,CEL_P,LV,4,0.16531
1340,23,CEL_P,LV,5,0.170078
1341,23,CUX_P,LA,1,0.175483
1342,23,CUX_P,LA,2,0.181241
1343,23,CUX_P,LA,3,0.163296
1344,23,CUX_P,LA,4,0.222153
1345,23,CUX_P,LA,5,0.15106
1346,23,CUX_P,LV,1,0.131006
1347,23,CUX_P,LV,2,0.139786
1348,23,CUX_P,LV,3,0.131407
1349,23,CUX_P,LV,4,0.147345
1350,23,CUX_P,LV,5,0.125296
1351,23,PEP_P,LA,1,0.619721
1352,23,PEP_P,LA,2,0.679339
1353,23,PEP_P,LA,3,0.558255
1354,23,PEP_P,LA,4,0.66189
1355,23,PEP_P,LA,5,0.56597
1356,23,PEP_P,LV,1,0.488943
1357,23,PEP_P,LV,2,0.516204
1358,23,PEP_P,LV,3,0.416045
1359,23,PEP_P,LV,4,0.547819
1360,23,PEP_P,LV,5,0.39615
1361,23,CAUL_P,LA,1,0.593838
1362,23,CAUL_P,LA,2,0.620615
1363,23,CAUL_P,LA,3,0.634707
1364,23,CAUL_P,LA,4,0.655387
1365,23,CAUL_P,LA,5,0.622582
1366,23,CAUL_P,LV,1,0.561725
1367,23,CAUL_P,LV,2,0.591073
1368,23,CAUL_P,LV,3,0.627338
1369,23,CAUL_P,LV,4,0.598137
1370,23,CAUL_P,LV,5,0.622231
1371,23,LET_P,LA,1,0.618368
1372,23,LET_P,LA,2,0.453104
1373,23,LET_P,LA,3,0.581237
1374,23,LET_P,LA,4,0.568389
1375,23,LET_P,LA,5,0.527198
1376,23,LET_P,LV,1,0.496688
1377,23,LET_P,LV,2,0.427694
1378,23,LET_P,LV,3,0.49714
1379,23,LET_P,LV,4,0.50122
1380,23,LET_P,LV,5,0.486687
1381,24,TOM_P,LA,1,0.508064
1382,24,TOM_P,LA,2,0.474523
1383,24,TOM_P,LA,3,0.474933
1384,24,TOM_P,LA,4,0.449813
1385,24,TOM_P,LA,5,0.426324
1386,24,TOM_P,LV,1,0.441284
1387,24,TOM_P,LV,2,0.402162
1388,24,TOM_P,LV,3,0.415834
1389,24,TOM_P,LV,4,0.414737
1390,24,TOM_P,LV,5,0.413069
1391,24,CEL_P,LA,1,0.236484
1392,24,CEL_P,LA,2,0.144169
1393,24,CEL_P,LA,3,0.947441
1394,24,CEL_P,LA,4,0.14693
1395,24,CEL_P,LA,5,0.143507
1396,24,CEL_P,LV,1,0.2439
1397,24,CEL_P,LV,2,0.174539
1398,24,CEL_P,LV,3,0.775638
1399,24,CEL_P,LV,4,0.169496
1400,24,CEL_P,LV,5,0.173446
1401,24,CUX_P,LA,1,0.175483
1402,24,CUX_P,LA,2,0.181241
1403,24,CUX_P,LA,3,0.177847
1404,24,CUX_P,LA,4,0.248622
1405,24,CUX_P,LA,5,0.167676
1406,24,CUX_P,LV,1,0.126981
1407,24,CUX_P,LV,2,0.138086
1408,24,CUX_P,LV,3,0.137168
1409,24,CUX_P,LV,4,0.158463
1410,24,CUX_P,LV,5,0.131875
1411,24,PEP_P,LA,1,0.673838
1412,24,PEP_P,LA,2,0.718493
1413,24,PEP_P,LA,3,0.669972
1414,24,PEP_P,LA,4,0.720732
1415,24,PEP_P,LA,5,0.56597
1416,24,PEP_P,LV,1,0.564023
1417,24,PEP_P,LV,2,0.509645
1418,24,PEP_P,LV,3,0.465301
1419,24,PEP_P,LV,4,0.557963
1420,24,PEP_P,LV,5,0.357989
1421,24,CAUL_P,LA,1,0.578973
1422,24,CAUL_P,LA,2,0.606335
1423,24,CAUL_P,LA,3,0.631358
1424,24,CAUL_P,LA,4,0.703719
1425,24,CAUL_P,LA,5,0.622582
1426,24,CAUL_P,LV,1,0.602529
1427,24,CAUL_P,LV,2,0.5771
1428,24,CAUL_P,LV,3,0.622387
1429,24,CAUL_P,LV,4,0.651214
1430,24,CAUL_P,LV,5,0.623755
1431,24,LET_P,LA,1,0.618368
1432,24,LET_P,LA,2,0.453104
1433,24,LET_P,LA,3,0.97816
1434,24,LET_P,LA,4,0.670467
1435,24,LET_P,LA,5,0.574027
1436,24,LET_P,LV,1,0.474608
1437,24,LET_P,LV,2,0.47191
1438,24,LET_P,LV,3,0.949116
1439,24,LET_P,LV,4,0.546107
1440,24,LET_P,LV,5,0.491519
1441,25,TOM_P,LA,1,0.417816
1442,25,TOM_P,LA,2,0.461342
1443,25,TOM_P,LA,3,0.460786
1444,25,TOM_P,LA,4,0.448524
1445,25,TOM_P,LA,5,0.411298
1446,25,TOM_P,LV,1,0.360356
1447,25,TOM_P,LV,2,0.409832
1448,25,TOM_P,LV,3,0.41787
1449,25,TOM_P,LV,4,0.408834
1450,25,TOM_P,LV,5,0.3567
1451,25,CEL_P,LA,1,0.289964
1452,25,CEL_P,LA,2,0.149112
1453,25,CEL_P,LA,3,0.507673
1454,25,CEL_P,LA,4,0.185596
1455,25,CEL_P,LA,5,0.156643
1456,25,CEL_P,LV,1,0.250049
1457,25,CEL_P,LV,2,0.17695
1458,25,CEL_P,LV,3,0.485257
1459,25,CEL_P,LV,4,0.187359
1460,25,CEL_P,LV,5,0.178512
1461,25,CUX_P,LA,1,0.189688
1462,25,CUX_P,LA,2,0.18845
1463,25,CUX_P,LA,3,0.177847
1464,25,CUX_P,LA,4,0.251328
1465,25,CUX_P,LA,5,0.192069
1466,25,CUX_P,LV,1,0.133756
1467,25,CUX_P,LV,2,0.14094
1468,25,CUX_P,LV,3,0.133831
1469,25,CUX_P,LV,4,0.160173
1470,25,CUX_P,LV,5,0.144462
1471,25,PEP_P,LA,1,0.725415
1472,25,PEP_P,LA,2,0.744973
1473,25,PEP_P,LA,3,0.676612
1474,25,PEP_P,LA,4,0.73259
1475,25,PEP_P,LA,5,0.553606
1476,25,PEP_P,LV,1,0.596189
1477,25,PEP_P,LV,2,0.51512
1478,25,PEP_P,LV,3,0.561381
1479,25,PEP_P,LV,4,0.562712
1480,25,PEP_P,LV,5,0.385897
1481,25,CAUL_P,LA,1,0.578973
1482,25,CAUL_P,LA,2,0.58217
1483,25,CAUL_P,LA,3,0.629337
1484,25,CAUL_P,LA,4,0.655602
1485,25,CAUL_P,LA,5,0.620862
1486,25,CAUL_P,LV,1,0.579683
1487,25,CAUL_P,LV,2,0.543496
1488,25,CAUL_P,LV,3,0.597862
1489,25,CAUL_P,LV,4,0.639515
1490,25,CAUL_P,LV,5,0.641154
1491,25,LET_P,LA,1,0.633223
1492,25,LET_P,LA,2,0.453104
1493,25,LET_P,LA,3,1.03879
1494,25,LET_P,LA,4,0.942675
1495,25,LET_P,LA,5,0.599507
1496,25,LET_P,LV,1,0.488142
1497,25,LET_P,LV,2,0.395042
1498,25,LET_P,LV,3,1.0332
1499,25,LET_P,LV,4,0.768562
1500,25,LET_P,LV,5,0.492061
1501,26,TOM_P,LA,1,0.357474
1502,26,TOM_P,LA,2,0.340166
1503,26,TOM_P,LA,3,0.468489
1504,26,TOM_P,LA,4,0.383438
1505,26,TOM_P,LA,5,0.36754
1506,26,TOM_P,LV,1,0.318471
1507,26,TOM_P,LV,2,0.340327
1508,26,TOM_P,LV,3,0.419674
1509,26,TOM_P,LV,4,0.379417
1510,26,TOM_P,LV,5,0.339074
1511,26,CEL_P,LA,1,0.28452
1512,26,CEL_P,LA,2,0.197317
1513,26,CEL_P,LA,3,0.192703
1514,26,CEL_P,LA,4,0.240133
1515,26,CEL_P,LA,5,0.165018
1516,26,CEL_P,LV,1,0.278169
1517,26,CEL_P,LV,2,0.191184
1518,26,CEL_P,LV,3,0.226563
1519,26,CEL_P,LV,4,0.221935
1520,26,CEL_P,LV,5,0.182861
1521,26,CUX_P,LA,1,0.212608
1522,26,CUX_P,LA,2,0.184984
1523,26,CUX_P,LA,3,0.174241
1524,26,CUX_P,LA,4,0.274991
1525,26,CUX_P,LA,5,0.165956
1526,26,CUX_P,LV,1,0.156468
1527,26,CUX_P,LV,2,0.13519
1528,26,CUX_P,LV,3,0.129016
1529,26,CUX_P,LV,4,0.172045
1530,26,CUX_P,LV,5,0.130741
1531,26,PEP_P,LA,1,0.632823
1532,26,PEP_P,LA,2,0.67543
1533,26,PEP_P,LA,3,0.708409
1534,26,PEP_P,LA,4,0.815936
1535,26,PEP_P,LA,5,0.54831
1536,26,PEP_P,LV,1,0.504105
1537,26,PEP_P,LV,2,0.490893
1538,26,PEP_P,LV,3,0.565201
1539,26,PEP_P,LV,4,0.651263
1540,26,PEP_P,LV,5,0.355996
1541,26,CAUL_P,LA,1,0.577675
1542,26,CAUL_P,LA,2,0.57859
1543,26,CAUL_P,LA,3,0.633066
1544,26,CAUL_P,LA,4,0.615386
1545,26,CAUL_P,LA,5,0.627122
1546,26,CAUL_P,LV,1,0.548041
1547,26,CAUL_P,LV,2,0.509687
1548,26,CAUL_P,LV,3,0.613245
1549,26,CAUL_P,LV,4,0.60104
1550,26,CAUL_P,LV,5,0.632478
1551,26,LET_P,LA,1,0.618023
1552,26,LET_P,LA,2,0.452184
1553,26,LET_P,LA,3,1.16112
1554,26,LET_P,LA,4,1.13482
1555,26,LET_P,LA,5,0.615067
1556,26,LET_P,LV,1,0.480496
1557,26,LET_P,LV,2,0.403066
1558,26,LET_P,LV,3,1.07068
1559,26,LET_P,LV,4,0.84002
1560,26,LET_P,LV,5,0.55863
1561,27,TOM_P,LA,1,0.333503
1562,27,TOM_P,LA,2,0.304197
1563,27,TOM_P,LA,3,0.452334
1564,27,TOM_P,LA,4,0.372445
1565,27,TOM_P,LA,5,0.365933
1566,27,TOM_P,LV,1,0.33256
1567,27,TOM_P,LV,2,0.310528
1568,27,TOM_P,LV,3,0.400309
1569,27,TOM_P,LV,4,0.360752
1570,27,TOM_P,LV,5,0.3317
1571,27,CEL_P,LA,1,0.273473
1572,27,CEL_P,LA,2,0.197317
1573,27,CEL_P,LA,3,0.189819
1574,27,CEL_P,LA,4,0.254116
1575,27,CEL_P,LA,5,0.165018
1576,27,CEL_P,LV,1,0.258132
1577,27,CEL_P,LV,2,0.211637
1578,27,CEL_P,LV,3,0.202394
1579,27,CEL_P,LV,4,0.253582
1580,27,CEL_P,LV,5,0.18214
1581,27,CUX_P,LA,1,0.200936
1582,27,CUX_P,LA,2,0.184984
1583,27,CUX_P,LA,3,0.169625
1584,27,CUX_P,LA,4,0.275454
1585,27,CUX_P,LA,5,0.161268
1586,27,CUX_P,LV,1,0.14152
1587,27,CUX_P,LV,2,0.136463
1588,27,CUX_P,LV,3,0.14553
1589,27,CUX_P,LV,4,0.17527
1590,27,CUX_P,LV,5,0.127337
1591,27,PEP_P,LA,1,0.685606
1592,27,PEP_P,LA,2,0.714514
1593,27,PEP_P,LA,3,0.731004
1594,27,PEP_P,LA,4,0.81731
1595,27,PEP_P,LA,5,0.557961
1596,27,PEP_P,LV,1,0.572557
1597,27,PEP_P,LV,2,0.513471
1598,27,PEP_P,LV,3,0.55386
1599,27,PEP_P,LV,4,0.624795
1600,27,PEP_P,LV,5,0.392179
1601,27,CAUL_P,LA,1,0.590893
1602,27,CAUL_P,LA,2,0.576192
1603,27,CAUL_P,LA,3,0.636095
1604,27,CAUL_P,LA,4,0.592215
1605,27,CAUL_P,LA,5,0.630069
1606,27,CAUL_P,LV,1,0.578357
1607,27,CAUL_P,LV,2,0.524578
1608,27,CAUL_P,LV,3,0.607665
1609,27,CAUL_P,LV,4,0.6043
1610,27,CAUL_P,LV,5,0.632785
1611,27,LET_P,LA,1,0.571124
1612,27,LET_P,LA,2,0.452184
1613,27,LET_P,LA,3,1.46201
1614,27,LET_P,LA,4,1.096
1615,27,LET_P,LA,5,0.615067
1616,27,LET_P,LV,1,0.501513
1617,27,LET_P,LV,2,0.40646
1618,27,LET_P,LV,3,1.11911
1619,27,LET_P,LV,4,0.814225
1620,27,LET_P,LV,5,0.529542
1621,28,TOM_P,LA,1,0.346843
1622,28,TOM_P,LA,2,0.294188
1623,28,TOM_P,LA,3,0.452334
1624,28,TOM_P,LA,4,0.362569
1625,28,TOM_P,LA,5,0.390043
1626,28,TOM_P,LV,1,0.363044
1627,28,TOM_P,LV,2,0.302039
1628,28,TOM_P,LV,3,0.385024
1629,28,TOM_P,LV,4,0.379514
1630,28,TOM_P,LV,5,0.348075
1631,28,CEL_P,LA,1,0.241373
1632,28,CEL_P,LA,2,0.197317
1633,28,CEL_P,LA,3,0.175279
1634,28,CEL_P,LA,4,0.221915
1635,28,CEL_P,LA,5,0.165018
1636,28,CEL_P,LV,1,0.232686
1637,28,CEL_P,LV,2,0.213674
1638,28,CEL_P,LV,3,0.186596
1639,28,CEL_P,LV,4,0.238987
1640,28,CEL_P,LV,5,0.183384
1641,28,CUX_P,LA,1,0.175089
1642,28,CUX_P,LA,2,0.184984
1643,28,CUX_P,LA,3,0.169625
1644,28,CUX_P,LA,4,0.230007
1645,28,CUX_P,LA,5,0.142516
1646,28,CUX_P,LV,1,0.124401
1647,28,CUX_P,LV,2,0.147919
1648,28,CUX_P,LV,3,0.1522
1649,28,CUX_P,LV,4,0.156421
1650,28,CUX_P,LV,5,0.11884
1651,28,PEP_P,LA,1,0.860855
1652,28,PEP_P,LA,2,0.774721
1653,28,PEP_P,LA,3,0.731004
1654,28,PEP_P,LA,4,0.81731
1655,28,PEP_P,LA,5,0.597565
1656,28,PEP_P,LV,1,0.683307
1657,28,PEP_P,LV,2,0.584464
1658,28,PEP_P,LV,3,0.552332
1659,28,PEP_P,LV,4,0.605842
1660,28,PEP_P,LV,5,0.459381
1661,28,CAUL_P,LA,1,0.594748
1662,28,CAUL_P,LA,2,0.576192
1663,28,CAUL_P,LA,3,0.585207
1664,28,CAUL_P,LA,4,0.595039
1665,28,CAUL_P,LA,5,0.630069
1666,28,CAUL_P,LV,1,0.571536
1667,28,CAUL_P,LV,2,0.536949
1668,28,CAUL_P,LV,3,0.596923
1669,28,CAUL_P,LV,4,0.608769
1670,28,CAUL_P,LV,5,0.633473
1671,28,LET_P,LA,1,0.571124
1672,28,LET_P,LA,2,0.452184
1673,28,LET_P,LA,3,1.40789
1674,28,LET_P,LA,4,0.841881
1675,28,LET_P,LA,5,0.570062
1676,28,LET_P,LV,1,0.469385
1677,28,LET_P,LV,2,0.413927
1678,28,LET_P,LV,3,1.05767
1679,28,LET_P,LV,4,0.651222
1680,28,LET_P,LV,5,0.514952
1681,29,TOM_P,LA,1,0.400204
1682,29,TOM_P,LA,2,0.290713
1683,29,TOM_P,LA,3,0.400023
1684,29,TOM_P,LA,4,0.394171
1685,29,TOM_P,LA,5,0.418046
1686,29,TOM_P,LV,1,0.395617
1687,29,TOM_P,LV,2,0.282314
1688,29,TOM_P,LV,3,0.350028
1689,29,TOM_P,LV,4,0.414911
1690,29,TOM_P,LV,5,0.398932
1691,29,CEL_P,LA,1,0.187596
1692,29,CEL_P,LA,2,0.182518
1693,29,CEL_P,LA,3,0.171645
1694,29,CEL_P,LA,4,0.199801
1695,29,CEL_P,LA,5,0.153767
1696,29,CEL_P,LV,1,0.190706
1697,29,CEL_P,LV,2,0.194463
1698,29,CEL_P,LV,3,0.172911
1699,29,CEL_P,LV,4,0.211307
1700,29,CEL_P,LV,5,0.176496
1701,29,CUX_P,LA,1,0.141739
1702,29,CUX_P,LA,2,0.169363
1703,29,CUX_P,LA,3,0.159932
1704,29,CUX_P,LA,4,0.155185
1705,29,CUX_P,LA,5,0.142516
1706,29,CUX_P,LV,1,0.110508
1707,29,CUX_P,LV,2,0.134945
1708,29,CUX_P,LV,3,0.140025
1709,29,CUX_P,LV,4,0.127436
1710,29,CUX_P,LV,5,0.121461
1711,29,PEP_P,LA,1,0.876729
1712,29,PEP_P,LA,2,0.698156
1713,29,PEP_P,LA,3,0.789298
1714,29,PEP_P,LA,4,0.726785
1715,29,PEP_P,LA,5,0.597565
1716,29,PEP_P,LV,1,0.654486
1717,29,PEP_P,LV,2,0.560876
1718,29,PEP_P,LV,3,0.635996
1719,29,PEP_P,LV,4,0.539773
1720,29,PEP_P,LV,5,0.452787
1721,29,CAUL_P,LA,1,0.594748
1722,29,CAUL_P,LA,2,0.607879
1723,29,CAUL_P,LA,3,0.572797
1724,29,CAUL_P,LA,4,0.595039
1725,29,CAUL_P,LA,5,0.61776
1726,29,CAUL_P,LV,1,0.570676
1727,29,CAUL_P,LV,2,0.533806
1728,29,CAUL_P,LV,3,0.581491
1729,29,CAUL_P,LV,4,0.609218
1730,29,CAUL_P,LV,5,0.628737
1731,29,LET_P,LA,1,0.571124
1732,29,LET_P,LA,2,0.452184
1733,29,LET_P,LA,3,1.15345
1734,29,LET_P,LA,4,0.914042
1735,29,LET_P,LA,5,0.63982
1736,29,LET_P,LV,1,0.468812
1737,29,LET_P,LV,2,0.409854
1738,29,LET_P,LV,3,0.750722
1739,29,LET_P,LV,4,0.683699
1740,29,LET_P,LV,5,0.549798
1741,30,TOM_P,LA,1,0.374862
1742,30,TOM_P,LA,2,0.298712
1743,30,TOM_P,LA,3,0.396679
1744,30,TOM_P,LA,4,0.422725
1745,30,TOM_P,LA,5,0.423511
1746,30,TOM_P,LV,1,0.402556
1747,30,TOM_P,LV,2,0.288501
1748,30,TOM_P,LV,3,0.342824
1749,30,TOM_P,LV,4,0.440852
1750,30,TOM_P,LV,5,0.410215
1751,30,CEL_P,LA,1,0.165771
1752,30,CEL_P,LA,2,0.176216
1753,30,CEL_P,LA,3,0.19341
1754,30,CEL_P,LA,4,0.191654
1755,30,CEL_P,LA,5,0.153211
1756,30,CEL_P,LV,1,0.166525
1757,30,CEL_P,LV,2,0.181059
1758,30,CEL_P,LV,3,0.176829
1759,30,CEL_P,LV,4,0.209973
1760,30,CEL_P,LV,5,0.175331
1761,30,CUX_P,LA,1,0.112923
1762,30,CUX_P,LA,2,0.163483
1763,30,CUX_P,LA,3,0.14698
1764,30,CUX_P,LA,4,0.139667
1765,30,CUX_P,LA,5,0.142001
1766,30,CUX_P,LV,1,0.0950122
1767,30,CUX_P,LV,2,0.132579
1768,30,CUX_P,LV,3,0.132661
1769,30,CUX_P,LV,4,0.111361
1770,30,CUX_P,LV,5,0.120461
1771,30,PEP_P,LA,1,0.631426
1772,30,PEP_P,LA,2,0.656941
1773,30,PEP_P,LA,3,0.824455
1774,30,PEP_P,LA,4,0.650386
1775,30,PEP_P,LA,5,0.585044
1776,30,PEP_P,LV,1,0.438288
1777,30,PEP_P,LV,2,0.510025
1778,30,PEP_P,LV,3,0.644008
1779,30,PEP_P,LV,4,0.44734
1780,30,PEP_P,LV,5,0.435654
1781,30,CAUL_P,LA,1,0.594218
1782,30,CAUL_P,LA,2,0.641143
1783,30,CAUL_P,LA,3,0.581643
1784,30,CAUL_P,LA,4,0.595039
1785,30,CAUL_P,LA,5,0.612846
1786,30,CAUL_P,LV,1,0.578138
1787,30,CAUL_P,LV,2,0.562562
1788,30,CAUL_P,LV,3,0.603632
1789,30,CAUL_P,LV,4,0.605681
1790,30,CAUL_P,LV,5,0.633789
1791,30,LET_P,LA,1,0.570616
1792,30,LET_P,LA,2,0.451831
1793,30,LET_P,LA,3,0.852002
1794,30,LET_P,LA,4,1.00948
1795,30,LET_P,LA,5,0.616583
1796,30,LET_P,LV,1,0.446913
1797,30,LET_P,LV,2,0.417678
1798,30,LET_P,LV,3,0.620199
1799,30,LET_P,LV,4,0.718162
1800,30,LET_P,LV,5,0.553104
1801,31,TOM_P,LA,1,0.358117
1802,31,TOM_P,LA,2,0.305442
1803,31,TOM_P,LA,3,0.425616
1804,31,TOM_P,LA,4,0.427968
1805,31,TOM_P,LA,5,0.423511
1806,31,TOM_P,LV,1,0.402684
1807,31,TOM_P,LV,2,0.301411
1808,31,TOM_P,LV,3,0.362949
1809,31,TOM_P,LV,4,0.439608
1810,31,TOM_P,LV,5,0.37725
1811,31,CEL_P,LA,1,0.158238
1812,31,CEL_P,LA,2,0.158469
1813,31,CEL_P,LA,3,0.199003
1814,31,CEL_P,LA,4,0.172893
1815,31,CEL_P,LA,5,0.153211
1816,31,CEL_P,LV,1,0.150906
1817,31,CEL_P,LV,2,0.163877
1818,31,CEL_P,LV,3,0.170366
1819,31,CEL_P,LV,4,0.197407
1820,31,CEL_P,LV,5,0.16407
1821,31,CUX_P,LA,1,0.116596
1822,31,CUX_P,LA,2,0.156006
1823,31,CUX_P,LA,3,0.146124
1824,31,CUX_P,LA,4,0.137229
1825,31,CUX_P,LA,5,0.142001
1826,31,CUX_P,LV,1,0.0960225
1827,31,CUX_P,LV,2,0.121093
1828,31,CUX_P,LV,3,0.113269
1829,31,CUX_P,LV,4,0.110351
1830,31,CUX_P,LV,5,0.123182
1831,31,PEP_P,LA,1,0.64867
1832,31,PEP_P,LA,2,0.633496
1833,31,PEP_P,LA,3,0.753402
1834,31,PEP_P,LA,4,0.602153
1835,31,PEP_P,LA,5,0.582453
1836,31,PEP_P,LV,1,0.404446
1837,31,PEP_P,LV,2,0.451608
1838,31,PEP_P,LV,3,0.556062
1839,31,PEP_P,LV,4,0.414567
1840,31,PEP_P,LV,5,0.3977
1841,31,CAUL_P,LA,1,0.585479
1842,31,CAUL_P,LA,2,0.640444
1843,31,CAUL_P,LA,3,0.586917
1844,31,CAUL_P,LA,4,0.616259
1845,31,CAUL_P,LA,5,0.612846
1846,31,CAUL_P,LV,1,0.569383
1847,31,CAUL_P,LV,2,0.58113
1848,31,CAUL_P,LV,3,0.592739
1849,31,CAUL_P,LV,4,0.625073
1850,31,CAUL_P,LV,5,0.6553
1851,31,LET_P,LA,1,0.570488
1852,31,LET_P,LA,2,0.451595
1853,31,LET_P,LA,3,0.755646
1854,31,LET_P,LA,4,1.06372
1855,31,LET_P,LA,5,0.616583
1856,31,LET_P,LV,1,0.444221
1857,31,LET_P,LV,2,0.400846
1858,31,LET_P,LV,3,0.562506
1859,31,LET_P,LV,4,0.783089
1860,31,LET_P,LV,5,0.522073
1861,32,TOM_P,LA,1,0.358117
1862,32,TOM_P,LA,2,0.305442
1863,32,TOM_P,LA,3,0.521084
1864,32,TOM_P,LA,4,0.439132
1865,32,TOM_P,LA,5,0.377673
1866,32,TOM_P,LV,1,0.381194
1867,32,TOM_P,LV,2,0.314311
1868,32,TOM_P,LV,3,0.444763
1869,32,TOM_P,LV,4,0.429945
1870,32,TOM_P,LV,5,0.340844
1871,32,CEL_P,LA,1,0.158238
1872,32,CEL_P,LA,2,0.147795
1873,32,CEL_P,LA,3,0.184673
1874,32,CEL_P,LA,4,0.16669
1875,32,CEL_P,LA,5,0.153211
1876,32,CEL_P,LV,1,0.148614
1877,32,CEL_P,LV,2,0.151741
1878,32,CEL_P,LV,3,0.16178
1879,32,CEL_P,LV,4,0.192194
1880,32,CEL_P,LV,5,0.159325
1881,32,CUX_P,LA,1,0.13242
1882,32,CUX_P,LA,2,0.185564
1883,32,CUX_P,LA,3,0.177609
1884,32,CUX_P,LA,4,0.139555
1885,32,CUX_P,LA,5,0.142001
1886,32,CUX_P,LV,1,0.116042
1887,32,CUX_P,LV,2,0.134491
1888,32,CUX_P,LV,3,0.126985
1889,32,CUX_P,LV,4,0.112552
1890,32,CUX_P,LV,5,0.122144
1891,32,PEP_P,LA,1,0.671469
1892,32,PEP_P,LA,2,0.649828
